"polozka","mesic","cena","polozka_kod","idhod"
"Vepřové sádlo škvařené [1 kg]","2024-11","92.14","0115501","1349753123"
"Jablka konzumní [1 kg]","2010-01","23.11","0116104","1303271482"
"Jablka konzumní [1 kg]","2010-02","24.21","0116104","1303271582"
"Jablka konzumní [1 kg]","2010-03","24.52","0116104","1303047780"
"Jablka konzumní [1 kg]","2010-04","24.31","0116104","1302919580"
"Jablka konzumní [1 kg]","2010-05","24.91","0116104","1302919581"
"Jablka konzumní [1 kg]","2010-06","25.24","0116104","1302919582"
"Jablka konzumní [1 kg]","2010-07","24.71","0116104","1303270298"
"Jablka konzumní [1 kg]","2010-08","27.02","0116104","1303382625"
"Jablka konzumní [1 kg]","2010-09","27.97","0116104","1303046437"
"Jablka konzumní [1 kg]","2010-10","25.53","0116104","1303270299"
"Jablka konzumní [1 kg]","2010-11","26.48","0116104","1303529848"
"Jablka konzumní [1 kg]","2010-12","27.76","0116104","1303271583"
"Jablka konzumní [1 kg]","2011-01","28.69","0116104","1303496205"
"Jablka konzumní [1 kg]","2011-02","29.09","0116104","1303496206"
"Jablka konzumní [1 kg]","2011-03","29.00","0116104","1303271584"
"Jablka konzumní [1 kg]","2011-04","27.91","0116104","1303271585"
"Jablka konzumní [1 kg]","2011-05","30.39","0116104","1303271586"
"Jablka konzumní [1 kg]","2011-06","32.59","0116104","1303496207"
"Jablka konzumní [1 kg]","2011-07","32.46","0116104","1303383679"
"Jablka konzumní [1 kg]","2011-08","31.76","0116104","1302919786"
"Jablka konzumní [1 kg]","2011-09","29.84","0116104","1303046861"
"Jablka konzumní [1 kg]","2011-10","27.14","0116104","1303046541"
"Jablka konzumní [1 kg]","2011-11","27.72","0116104","1303270396"
"Jablka konzumní [1 kg]","2011-12","26.29","0116104","1303046542"
"Jablka konzumní [1 kg]","2012-01","28.54","0116104","1303046543"
"Jablka konzumní [1 kg]","2012-02","29.71","0116104","1303046544"
"Jablka konzumní [1 kg]","2012-03","28.61","0116104","1303529850"
"Jablka konzumní [1 kg]","2012-04","29.58","0116104","1302918920"
"Jablka konzumní [1 kg]","2012-05","30.23","0116104","1303529733"
"Jablka konzumní [1 kg]","2012-06","30.30","0116104","1303046418"
"Jablka konzumní [1 kg]","2012-07","32.59","0116104","1303270278"
"Jablka konzumní [1 kg]","2012-08","32.71","0116104","1303270279"
"Jablka konzumní [1 kg]","2012-09","34.40","0116104","1302918921"
"Jablka konzumní [1 kg]","2012-10","33.32","0116104","1303047781"
"Jablka konzumní [1 kg]","2012-11","31.90","0116104","1303047782"
"Jablka konzumní [1 kg]","2012-12","30.94","0116104","1303047279"
"Jablka konzumní [1 kg]","2013-01","31.59","0116104","1303495313"
"Jablka konzumní [1 kg]","2013-02","31.83","0116104","1302919787"
"Jablka konzumní [1 kg]","2013-03","32.17","0116104","1303046862"
"Jablka konzumní [1 kg]","2013-04","31.63","0116104","1303383046"
"Jablka konzumní [1 kg]","2013-05","35.14","0116104","1303530169"
"Jablka konzumní [1 kg]","2013-06","38.84","0116104","1302919788"
"Jablka konzumní [1 kg]","2013-07","40.66","0116104","1303270680"
"Jablka konzumní [1 kg]","2013-08","42.05","0116104","1303071975"
"Jablka konzumní [1 kg]","2013-09","36.76","0116104","1303046204"
"Jablka konzumní [1 kg]","2013-10","30.60","0116104","1303529512"
"Jablka konzumní [1 kg]","2013-11","30.69","0116104","1303071976"
"Jablka konzumní [1 kg]","2013-12","31.62","0116104","1302918468"
"Jablka konzumní [1 kg]","2014-01","31.54","0116104","1302918264"
"Jablka konzumní [1 kg]","2014-02","32.37","0116104","1303529404"
"Jablka konzumní [1 kg]","2014-03","31.78","0116104","1303382262"
"Jablka konzumní [1 kg]","2014-04","33.84","0116104","1303495414"
"Jablka konzumní [1 kg]","2014-05","33.24","0116104","1303072677"
"Jablka konzumní [1 kg]","2014-06","33.73","0116104","1303270767"
"Jablka konzumní [1 kg]","2014-07","33.71","0116104","1303530254"
"Jablka konzumní [1 kg]","2014-08","32.75","0116104","1303046967"
"Jablka konzumní [1 kg]","2014-09","29.88","0116104","1303072678"
"Jablka konzumní [1 kg]","2014-10","26.61","0116104","1303046968"
"Jablka konzumní [1 kg]","2014-11","23.94","0116104","1302919972"
"Jablka konzumní [1 kg]","2014-12","26.09","0116104","1303384020"
"Jablka konzumní [1 kg]","2015-01","28.88","0116104","1303384021"
"Jablka konzumní [1 kg]","2015-02","26.92","0116104","1302921732"
"Jablka konzumní [1 kg]","2015-03","26.23","0116104","1303529559"
"Jablka konzumní [1 kg]","2015-04","28.37","0116104","1303047596"
"Jablka konzumní [1 kg]","2015-05","30.98","0116104","1303496026"
"Jablka konzumní [1 kg]","2015-06","32.49","0116104","1302921305"
"Jablka konzumní [1 kg]","2015-07","33.23","0116104","1303496027"
"Jablka konzumní [1 kg]","2015-08","31.62","0116104","1302917392"
"Jablka konzumní [1 kg]","2015-09","31.40","0116104","1302917393"
"Jablka konzumní [1 kg]","2015-10","29.77","0116104","1303494141"
"Jablka konzumní [1 kg]","2015-11","30.46","0116104","1303381840"
"Jablka konzumní [1 kg]","2015-12","30.30","0116104","1302917394"
"Jablka konzumní [1 kg]","2016-01","30.69","0116104","1303528975"
"Jablka konzumní [1 kg]","2016-02","29.87","0116104","1303071497"
"Jablka konzumní [1 kg]","2016-03","29.19","0116104","1303071498"
"Jablka konzumní [1 kg]","2016-04","31.61","0116104","1303495014"
"Jablka konzumní [1 kg]","2016-05","31.13","0116104","1302919174"
"Jablka konzumní [1 kg]","2016-06","31.39","0116104","1303382721"
"Jablka konzumní [1 kg]","2016-07","30.55","0116104","1303382422"
"Jablka konzumní [1 kg]","2016-08","31.20","0116104","1302918569"
"Jablka konzumní [1 kg]","2016-09","30.10","0116104","1303072024"
"Jablka konzumní [1 kg]","2016-10","28.80","0116104","1303529561"
"Jablka konzumní [1 kg]","2016-11","29.91","0116104","1303382423"
"Jablka konzumní [1 kg]","2016-12","29.75","0116104","1303530560"
"Jablka konzumní [1 kg]","2017-01","29.96","0116104","1303530561"
"Jablka konzumní [1 kg]","2017-02","30.74","0116104","1302920627"
"Jablka konzumní [1 kg]","2017-03","31.76","0116104","1302920628"
"Jablka konzumní [1 kg]","2017-04","31.37","0116104","1303530562"
"Jablka konzumní [1 kg]","2017-05","31.86","0116104","1303271077"
"Jablka konzumní [1 kg]","2017-06","33.46","0116104","1303271078"
"Jablka konzumní [1 kg]","2017-07","35.23","0116104","1303073526"
"Jablka konzumní [1 kg]","2017-08","35.71","0116104","1303046324"
"Jablka konzumní [1 kg]","2017-09","32.75","0116104","1303383897"
"Jablka konzumní [1 kg]","2017-10","34.71","0116104","1303047682"
"Jablka konzumní [1 kg]","2017-11","33.26","0116104","1303383898"
"Jablka konzumní [1 kg]","2017-12","35.11","0116104","1302921472"
"Jablka konzumní [1 kg]","2018-01","36.69","0116104","1303271479"
"Jablka konzumní [1 kg]","2018-02","36.21","0116104","1303073417"
"Jablka konzumní [1 kg]","2018-03","37.56","0116104","1303496102"
"Jablka konzumní [1 kg]","2018-04","39.01","0116104","1302919173"
"Jablka konzumní [1 kg]","2018-05","40.44","0116104","1303382720"
"Jablka konzumní [1 kg]","2018-06","42.94","0116104","1303529849"
"Jablka konzumní [1 kg]","2018-07","43.30","0116104","1303270395"
"Jablka konzumní [1 kg]","2018-08","40.45","0116104","1303270104"
"Jablka konzumní [1 kg]","2018-09","34.77","0116104","1303382420"
"Jablka konzumní [1 kg]","2018-10","30.38","0116104","1303494723"
"Jablka konzumní [1 kg]","2018-11","26.51","0116104","1302918567"
"Jablka konzumní [1 kg]","2018-12","26.96","0116104","1303047783"
"Jablka konzumní [1 kg]","2019-01","26.84","0116104","1303496208"
"Jablka konzumní [1 kg]","2019-02","26.23","0116104","1303384001"
"Jablka konzumní [1 kg]","2019-03","26.46","0116104","1302921679"
"Jablka konzumní [1 kg]","2019-04","26.44","0116104","1302921680"
"Jablka konzumní [1 kg]","2019-05","28.16","0116104","1303073634"
"Jablka konzumní [1 kg]","2019-06","27.69","0116104","1303384107"
"Jablka konzumní [1 kg]","2019-07","28.09","0116104","1302921044"
"Jablka konzumní [1 kg]","2019-08","29.70","0116104","1302920630"
"Jablka konzumní [1 kg]","2019-09","30.29","0116104","1302920631"
"Jablka konzumní [1 kg]","2019-10","31.82","0116104","1302919973"
"Jablka konzumní [1 kg]","2019-11","30.51","0116104","1303530255"
"Jablka konzumní [1 kg]","2019-12","32.29","0116104","1303530256"
"Jablka konzumní [1 kg]","2020-01","31.45","0116104","1302919974"
"Jablka konzumní [1 kg]","2020-02","32.75","0116104","1303047069"
"Jablka konzumní [1 kg]","2020-03","33.75","0116104","1302920165"
"Jablka konzumní [1 kg]","2020-04","36.17","0116104","1303270584"
"Jablka konzumní [1 kg]","2020-05","38.87","0116104","1302919577"
"Jablka konzumní [1 kg]","2020-06","41.34","0116104","1302919578"
"Jablka konzumní [1 kg]","2020-07","43.12","0116104","1303495229"
"Jablka konzumní [1 kg]","2020-08","47.72","0116104","1303046758"
"Jablka konzumní [1 kg]","2020-09","43.28","0116104","1303529752"
"Jablka konzumní [1 kg]","2020-10","36.24","0116104","1303046436"
"Jablka konzumní [1 kg]","2020-11","34.10","0116104","1303382624"
"Jablka konzumní [1 kg]","2020-12","34.01","0116104","1303495913"
"Jablka konzumní [1 kg]","2021-01","31.77","0116104","1226074546"
"Jablka konzumní [1 kg]","2021-02","32.36","0116104","1226074547"
"Jablka konzumní [1 kg]","2021-03","32.45","0116104","1226074548"
"Jablka konzumní [1 kg]","2021-04","31.56","0116104","1226074549"
"Jablka konzumní [1 kg]","2021-05","33.68","0116104","1226074550"
"Jablka konzumní [1 kg]","2021-06","34.23","0116104","1226074551"
"Jablka konzumní [1 kg]","2021-07","36.17","0116104","1226074552"
"Jablka konzumní [1 kg]","2021-08","34.78","0116104","1226074553"
"Jablka konzumní [1 kg]","2021-09","35.33","0116104","1226074554"
"Jablka konzumní [1 kg]","2021-10","28.27","0116104","1226074556"
"Jablka konzumní [1 kg]","2021-11","28.34","0116104","1226074557"
"Jablka konzumní [1 kg]","2021-12","29.26","0116104","1226074558"
"Jablka konzumní [1 kg]","2022-01","30.19","0116104","1303046108"
"Jablka konzumní [1 kg]","2022-02","30.68","0116104","1302918267"
"Jablka konzumní [1 kg]","2022-03","32.08","0116104","1303494548"
"Jablka konzumní [1 kg]","2022-04","31.12","0116104","1302920831"
"Jablka konzumní [1 kg]","2022-05","32.73","0116104","1303073089"
"Jablka konzumní [1 kg]","2022-06","32.31","0116104","1302920832"
"Jablka konzumní [1 kg]","2022-07","33.64","0116104","1302920833"
"Jablka konzumní [1 kg]","2022-08","34.34","0116104","1302920834"
"Jablka konzumní [1 kg]","2022-09","34.96","0116104","1303073090"
"Jablka konzumní [1 kg]","2022-10","30.04","0116104","1303270861"
"Jablka konzumní [1 kg]","2022-11","30.67","0116104","1303383271"
"Jablka konzumní [1 kg]","2022-12","30.09","0116104","1303383577"
"Jablka konzumní [1 kg]","2023-01","30.05","0116104","1303530766"
"Jablka konzumní [1 kg]","2023-02","30.47","0116104","1303383676"
"Jablka konzumní [1 kg]","2023-03","30.55","0116104","1303383677"
"Jablka konzumní [1 kg]","2023-04","29.85","0116104","1303271283"
"Jablka konzumní [1 kg]","2023-05","30.95","0116104","1303073198"
"Jablka konzumní [1 kg]","2023-06","32.17","0116104","1303383678"
"Jablka konzumní [1 kg]","2023-07","37.24","0116104","1303047476"
"Jablka konzumní [1 kg]","2023-08","39.48","0116104","1303382030"
"Jablka konzumní [1 kg]","2023-09","33.48","0116104","1303529142"
"Jablka konzumní [1 kg]","2023-10","32.86","0116104","1303071625"
"Jablka konzumní [1 kg]","2023-11","32.26","0116104","1303529143"
"Jablka konzumní [1 kg]","2023-12","35.12","0116104","1303071626"
"Jablka konzumní [1 kg]","2024-01","33.42","0116104","1303045879"
"Jablka konzumní [1 kg]","2024-02","32.58","0116104","1303045929"
"Jablka konzumní [1 kg]","2024-03","35.98","0116104","1270013863"
"Jablka konzumní [1 kg]","2024-04","32.30","0116104","1282308202"
"Jablka konzumní [1 kg]","2024-05","32.81","0116104","1289788496"
"Jablka konzumní [1 kg]","2024-06","36.61","0116104","1301196757"
"Jablka konzumní [1 kg]","2024-07","36.93","0116104","1307440614"
"Jablka konzumní [1 kg]","2024-08","36.96","0116104","1327447927"
"Jablka konzumní [1 kg]","2024-09","33.14","0116104","1337635855"
"Jablka konzumní [1 kg]","2024-10","35.00","0116104","1344738646"
"Jablka konzumní [1 kg]","2024-11","34.93","0116104","1349753127"
"Pomeranče [1 kg]","2010-01","26.48","0116101","1302918928"
"Pomeranče [1 kg]","2010-02","26.40","0116101","1303529739"
"Pomeranče [1 kg]","2010-03","26.91","0116101","1303494894"
"Pomeranče [1 kg]","2010-04","27.54","0116101","1303494892"
"Pomeranče [1 kg]","2010-05","28.24","0116101","1303382605"
"Pomeranče [1 kg]","2010-06","29.77","0116101","1302919137"
"Pomeranče [1 kg]","2010-07","38.72","0116101","1303046520"
"Pomeranče [1 kg]","2010-08","37.03","0116101","1303494989"
"Pomeranče [1 kg]","2010-09","35.17","0116101","1303529832"
"Pomeranče [1 kg]","2010-10","34.02","0116101","1303046521"
"Pomeranče [1 kg]","2010-11","32.61","0116101","1303496317"
"Pomeranče [1 kg]","2010-12","27.77","0116101","1303495820"
"Pomeranče [1 kg]","2011-01","28.21","0116101","1303047383"
"Pomeranče [1 kg]","2011-02","24.30","0116101","1302919790"
"Pomeranče [1 kg]","2011-03","23.86","0116101","1303530261"
"Pomeranče [1 kg]","2011-04","26.82","0116101","1303383147"
"Pomeranče [1 kg]","2011-05","27.18","0116101","1302919981"
"Pomeranče [1 kg]","2011-06","27.15","0116101","1303072682"
"Pomeranče [1 kg]","2011-07","28.28","0116101","1303046971"
"Pomeranče [1 kg]","2011-08","28.32","0116101","1303073447"
"Pomeranče [1 kg]","2011-09","30.11","0116101","1303496227"
"Pomeranče [1 kg]","2011-10","36.60","0116101","1303531115"
"Pomeranče [1 kg]","2011-11","29.76","0116101","1303496228"
"Pomeranče [1 kg]","2011-12","27.51","0116101","1302921737"
"Pomeranče [1 kg]","2012-01","27.13","0116101","1303073555"
"Pomeranče [1 kg]","2012-02","24.88","0116101","1303530794"
"Pomeranče [1 kg]","2012-03","27.51","0116101","1302921102"
"Pomeranče [1 kg]","2012-04","26.62","0116101","1303382703"
"Pomeranče [1 kg]","2012-05","28.29","0116101","1303073636"
"Pomeranče [1 kg]","2012-06","30.45","0116101","1303531193"
"Pomeranče [1 kg]","2012-07","33.83","0116101","1303384109"
"Pomeranče [1 kg]","2012-08","35.71","0116101","1303271671"
"Pomeranče [1 kg]","2012-09","36.26","0116101","1303073637"
"Pomeranče [1 kg]","2012-10","36.42","0116101","1303384110"
"Pomeranče [1 kg]","2012-11","31.87","0116101","1303047866"
"Pomeranče [1 kg]","2012-12","25.05","0116101","1302919982"
"Pomeranče [1 kg]","2013-01","24.84","0116101","1302919983"
"Pomeranče [1 kg]","2013-02","28.37","0116101","1302919984"
"Pomeranče [1 kg]","2013-03","29.04","0116101","1303495417"
"Pomeranče [1 kg]","2013-04","27.38","0116101","1302919985"
"Pomeranče [1 kg]","2013-05","30.79","0116101","1303046655"
"Pomeranče [1 kg]","2013-06","33.09","0116101","1303529968"
"Pomeranče [1 kg]","2013-07","34.70","0116101","1303072393"
"Pomeranče [1 kg]","2013-08","37.91","0116101","1303047506"
"Pomeranče [1 kg]","2013-09","36.54","0116101","1303073228"
"Pomeranče [1 kg]","2013-10","36.95","0116101","1303495933"
"Pomeranče [1 kg]","2013-11","31.39","0116101","1303495934"
"Pomeranče [1 kg]","2013-12","27.73","0116101","1302921104"
"Pomeranče [1 kg]","2014-01","26.41","0116101","1303073229"
"Pomeranče [1 kg]","2014-02","28.30","0116101","1302921105"
"Pomeranče [1 kg]","2014-03","30.15","0116101","1303530795"
"Pomeranče [1 kg]","2014-04","28.20","0116101","1303495104"
"Pomeranče [1 kg]","2014-05","29.96","0116101","1303382806"
"Pomeranče [1 kg]","2014-06","30.15","0116101","1303382807"
"Pomeranče [1 kg]","2014-07","31.13","0116101","1302919326"
"Pomeranče [1 kg]","2014-08","31.01","0116101","1303529631"
"Pomeranče [1 kg]","2014-09","34.15","0116101","1303046328"
"Pomeranče [1 kg]","2014-10","35.39","0116101","1302918715"
"Pomeranče [1 kg]","2014-11","27.22","0116101","1303270179"
"Pomeranče [1 kg]","2014-12","26.50","0116101","1303530262"
"Pomeranče [1 kg]","2015-01","26.54","0116101","1303495514"
"Pomeranče [1 kg]","2015-02","26.41","0116101","1303047072"
"Pomeranče [1 kg]","2015-03","28.28","0116101","1303270867"
"Pomeranče [1 kg]","2015-04","28.83","0116101","1303530385"
"Pomeranče [1 kg]","2015-05","31.40","0116101","1303072785"
"Pomeranče [1 kg]","2015-06","31.76","0116101","1303270868"
"Pomeranče [1 kg]","2015-07","35.97","0116101","1303383274"
"Pomeranče [1 kg]","2015-08","39.67","0116101","1302918576"
"Pomeranče [1 kg]","2015-09","40.47","0116101","1302918577"
"Pomeranče [1 kg]","2015-10","38.68","0116101","1303382426"
"Pomeranče [1 kg]","2015-11","36.50","0116101","1303047603"
"Pomeranče [1 kg]","2015-12","29.39","0116101","1302921312"
"Pomeranče [1 kg]","2016-01","29.01","0116101","1303271406"
"Pomeranče [1 kg]","2016-02","30.39","0116101","1302921313"
"Pomeranče [1 kg]","2016-03","26.41","0116101","1303496029"
"Pomeranče [1 kg]","2016-04","29.05","0116101","1303528855"
"Pomeranče [1 kg]","2016-05","31.99","0116101","1303494071"
"Pomeranče [1 kg]","2016-06","35.18","0116101","1302917272"
"Pomeranče [1 kg]","2016-07","36.49","0116101","1303381788"
"Pomeranče [1 kg]","2016-08","38.54","0116101","1302917273"
"Pomeranče [1 kg]","2016-09","37.58","0116101","1302917274"
"Pomeranče [1 kg]","2016-10","40.66","0116101","1303045633"
"Pomeranče [1 kg]","2016-11","34.79","0116101","1303046628"
"Pomeranče [1 kg]","2016-12","25.17","0116101","1303047786"
"Pomeranče [1 kg]","2017-01","30.02","0116101","1302921688"
"Pomeranče [1 kg]","2017-02","31.19","0116101","1302921053"
"Pomeranče [1 kg]","2017-03","31.51","0116101","1302921054"
"Pomeranče [1 kg]","2017-04","32.90","0116101","1302921055"
"Pomeranče [1 kg]","2017-05","36.92","0116101","1302921056"
"Pomeranče [1 kg]","2017-06","38.16","0116101","1303047481"
"Pomeranče [1 kg]","2017-07","40.76","0116101","1303047482"
"Pomeranče [1 kg]","2017-08","43.64","0116101","1303046549"
"Pomeranče [1 kg]","2017-09","44.11","0116101","1302919178"
"Pomeranče [1 kg]","2017-10","43.71","0116101","1302919179"
"Pomeranče [1 kg]","2017-11","35.14","0116101","1303382728"
"Pomeranče [1 kg]","2017-12","31.69","0116101","1303495019"
"Pomeranče [1 kg]","2018-01","32.71","0116101","1303495020"
"Pomeranče [1 kg]","2018-02","36.09","0116101","1303072031"
"Pomeranče [1 kg]","2018-03","33.81","0116101","1303382427"
"Pomeranče [1 kg]","2018-04","32.73","0116101","1303071725"
"Pomeranče [1 kg]","2018-05","35.78","0116101","1302917637"
"Pomeranče [1 kg]","2018-06","36.60","0116101","1303071562"
"Pomeranče [1 kg]","2018-07","39.29","0116101","1303529079"
"Pomeranče [1 kg]","2018-08","43.55","0116101","1303071563"
"Pomeranče [1 kg]","2018-09","43.99","0116101","1302917638"
"Pomeranče [1 kg]","2018-10","42.88","0116101","1302917639"
"Pomeranče [1 kg]","2018-11","34.83","0116101","1302917640"
"Pomeranče [1 kg]","2018-12","28.76","0116101","1303046422"
"Pomeranče [1 kg]","2019-01","32.10","0116101","1302918929"
"Pomeranče [1 kg]","2019-02","29.46","0116101","1303529740"
"Pomeranče [1 kg]","2019-03","31.50","0116101","1303270284"
"Pomeranče [1 kg]","2019-04","31.01","0116101","1303072192"
"Pomeranče [1 kg]","2019-05","32.86","0116101","1303073530"
"Pomeranče [1 kg]","2019-06","34.21","0116101","1302921689"
"Pomeranče [1 kg]","2019-07","36.19","0116101","1303384005"
"Pomeranče [1 kg]","2019-08","37.57","0116101","1303072597"
"Pomeranče [1 kg]","2019-09","37.89","0116101","1303046866"
"Pomeranče [1 kg]","2019-10","39.10","0116101","1303072598"
"Pomeranče [1 kg]","2019-11","36.43","0116101","1303046867"
"Pomeranče [1 kg]","2019-12","32.85","0116101","1303072599"
"Pomeranče [1 kg]","2020-01","31.99","0116101","1303383050"
"Pomeranče [1 kg]","2020-02","30.14","0116101","1303383051"
"Pomeranče [1 kg]","2020-03","32.52","0116101","1303383052"
"Pomeranče [1 kg]","2020-04","39.51","0116101","1303072132"
"Pomeranče [1 kg]","2020-05","43.89","0116101","1303529661"
"Pomeranče [1 kg]","2020-06","48.21","0116101","1303529662"
"Pomeranče [1 kg]","2020-07","48.28","0116101","1303072133"
"Pomeranče [1 kg]","2020-08","50.99","0116101","1302921527"
"Pomeranče [1 kg]","2020-09","51.27","0116101","1302921528"
"Pomeranče [1 kg]","2020-10","54.22","0116101","1303383915"
"Pomeranče [1 kg]","2020-11","39.51","0116101","1302921529"
"Pomeranče [1 kg]","2020-12","30.76","0116101","1303047865"
"Pomeranče [1 kg]","2021-01","27.92","0116101","1226074506"
"Pomeranče [1 kg]","2021-02","27.41","0116101","1226074507"
"Pomeranče [1 kg]","2021-03","29.20","0116101","1226074508"
"Pomeranče [1 kg]","2021-04","25.86","0116101","1226074509"
"Pomeranče [1 kg]","2021-05","32.06","0116101","1226074510"
"Pomeranče [1 kg]","2021-06","35.88","0116101","1226074512"
"Pomeranče [1 kg]","2021-07","36.35","0116101","1226074513"
"Pomeranče [1 kg]","2021-08","42.45","0116101","1226074514"
"Pomeranče [1 kg]","2021-09","42.04","0116101","1226074515"
"Pomeranče [1 kg]","2021-10","41.75","0116101","1226074516"
"Pomeranče [1 kg]","2021-11","29.94","0116101","1226074517"
"Pomeranče [1 kg]","2021-12","25.13","0116101","1226074518"
"Pomeranče [1 kg]","2022-01","28.12","0116101","1302919374"
"Pomeranče [1 kg]","2022-02","28.71","0116101","1303529966"
"Pomeranče [1 kg]","2022-03","27.95","0116101","1303529967"
"Pomeranče [1 kg]","2022-04","28.80","0116101","1303073227"
"Pomeranče [1 kg]","2022-05","33.46","0116101","1302921103"
"Pomeranče [1 kg]","2022-06","30.61","0116101","1303383705"
"Pomeranče [1 kg]","2022-07","32.78","0116101","1303383706"
"Pomeranče [1 kg]","2022-08","46.91","0116101","1303047505"
"Pomeranče [1 kg]","2022-09","41.17","0116101","1303271300"
"Pomeranče [1 kg]","2022-10","44.97","0116101","1303271301"
"Pomeranče [1 kg]","2022-11","35.57","0116101","1303045869"
"Pomeranče [1 kg]","2022-12","29.40","0116101","1303382428"
"Pomeranče [1 kg]","2023-01","31.64","0116101","1303382429"
"Pomeranče [1 kg]","2023-02","32.19","0116101","1303072032"
"Pomeranče [1 kg]","2023-03","31.59","0116101","1303270108"
"Pomeranče [1 kg]","2023-04","36.67","0116101","1303494726"
"Pomeranče [1 kg]","2023-05","39.89","0116101","1303382430"
"Pomeranče [1 kg]","2023-06","41.19","0116101","1303529565"
"Pomeranče [1 kg]","2023-07","48.33","0116101","1303047605"
"Pomeranče [1 kg]","2023-08","46.95","0116101","1303073638"
"Pomeranče [1 kg]","2023-09","44.00","0116101","1303270178"
"Pomeranče [1 kg]","2023-10","46.39","0116101","1303047582"
"Pomeranče [1 kg]","2023-11","40.34","0116101","1302921263"
"Pomeranče [1 kg]","2023-12","29.70","0116101","1303496008"
"Pomeranče [1 kg]","2024-01","34.80","0116101","1303047689"
"Pomeranče [1 kg]","2024-02","37.48","0116101","1303383900"
"Pomeranče [1 kg]","2024-03","33.05","0116101","1270013860"
"Pomeranče [1 kg]","2024-04","34.21","0116101","1282308251"
"Pomeranče [1 kg]","2024-05","35.97","0116101","1289788493"
"Pomeranče [1 kg]","2024-06","39.89","0116101","1301196754"
"Pomeranče [1 kg]","2024-07","43.26","0116101","1307440611"
"Pomeranče [1 kg]","2024-08","41.78","0116101","1327447924"
"Pomeranče [1 kg]","2024-09","41.55","0116101","1337635852"
"Pomeranče [1 kg]","2024-10","44.12","0116101","1344738643"
"Pomeranče [1 kg]","2024-11","38.41","0116101","1349753124"
"Citrony [1 kg]","2010-01","31.79","0116102","1302919328"
"Citrony [1 kg]","2010-02","33.62","0116102","1303382808"
"Citrony [1 kg]","2010-03","32.39","0116102","1302919329"
"Citrony [1 kg]","2010-04","32.88","0116102","1303495106"
"Citrony [1 kg]","2010-05","35.71","0116102","1303495107"
"Citrony [1 kg]","2010-06","42.51","0116102","1303071564"
"Citrony [1 kg]","2010-07","48.05","0116102","1303045810"
"Citrony [1 kg]","2010-08","59.03","0116102","1302917275"
"Citrony [1 kg]","2010-09","61.58","0116102","1303071390"
"Citrony [1 kg]","2010-10","41.77","0116102","1302917276"
"Citrony [1 kg]","2010-11","32.86","0116102","1303045634"
"Citrony [1 kg]","2010-12","30.47","0116102","1303528914"
"Citrony [1 kg]","2011-01","29.30","0116102","1302917277"
"Citrony [1 kg]","2011-02","28.82","0116102","1303382827"
"Citrony [1 kg]","2011-03","27.37","0116102","1303072394"
"Citrony [1 kg]","2011-04","27.19","0116102","1302919376"
"Citrony [1 kg]","2011-05","27.70","0116102","1303382935"
"Citrony [1 kg]","2011-06","30.86","0116102","1302919586"
"Citrony [1 kg]","2011-07","30.49","0116102","1303046764"
"Citrony [1 kg]","2011-08","32.65","0116102","1303494822"
"Citrony [1 kg]","2011-09","35.65","0116102","1303529754"
"Citrony [1 kg]","2011-10","30.10","0116102","1303530895"
"Citrony [1 kg]","2011-11","27.03","0116102","1303047604"
"Citrony [1 kg]","2011-12","24.81","0116102","1303271407"
"Citrony [1 kg]","2012-01","25.32","0116102","1303271408"
"Citrony [1 kg]","2012-02","26.76","0116102","1302917882"
"Citrony [1 kg]","2012-03","25.14","0116102","1303529188"
"Citrony [1 kg]","2012-04","27.66","0116102","1303382074"
"Citrony [1 kg]","2012-05","30.86","0116102","1302917883"
"Citrony [1 kg]","2012-06","35.23","0116102","1303382936"
"Citrony [1 kg]","2012-07","41.43","0116102","1303495234"
"Citrony [1 kg]","2012-08","44.87","0116102","1303270585"
"Citrony [1 kg]","2012-09","47.19","0116102","1303072495"
"Citrony [1 kg]","2012-10","40.20","0116102","1302919587"
"Citrony [1 kg]","2012-11","36.64","0116102","1303495235"
"Citrony [1 kg]","2012-12","34.47","0116102","1303382937"
"Citrony [1 kg]","2013-01","35.60","0116102","1302919588"
"Citrony [1 kg]","2013-02","35.47","0116102","1302921057"
"Citrony [1 kg]","2013-03","34.32","0116102","1303047483"
"Citrony [1 kg]","2013-04","35.46","0116102","1302921058"
"Citrony [1 kg]","2013-05","42.40","0116102","1302920175"
"Citrony [1 kg]","2013-06","45.58","0116102","1303383275"
"Citrony [1 kg]","2013-07","44.16","0116102","1302920176"
"Citrony [1 kg]","2013-08","46.41","0116102","1303530386"
"Citrony [1 kg]","2013-09","55.58","0116102","1303530387"
"Citrony [1 kg]","2013-10","40.74","0116102","1302921690"
"Citrony [1 kg]","2013-11","37.77","0116102","1303271588"
"Citrony [1 kg]","2013-12","35.81","0116102","1302921691"
"Citrony [1 kg]","2014-01","36.58","0116102","1302921692"
"Citrony [1 kg]","2014-02","35.02","0116102","1302921693"
"Citrony [1 kg]","2014-03","34.03","0116102","1303073531"
"Citrony [1 kg]","2014-04","34.32","0116102","1303073205"
"Citrony [1 kg]","2014-05","40.48","0116102","1303530774"
"Citrony [1 kg]","2014-06","44.21","0116102","1303047507"
"Citrony [1 kg]","2014-07","46.81","0116102","1302917760"
"Citrony [1 kg]","2014-08","72.55","0116102","1303045870"
